address_from,address_to,date_time,amount
\xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,\xfb6927b802b63a764f2bbd006f92c6abd60938e0,2022-09-12T21:18:00+00:00,38.2132888800000000
\xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,\x98188a4ab98ec5f3ee10d07007e344687ff75715,2022-09-12T21:18:00+00:00,500.0000000000000000
\x8db08b4a213754c333e20c4e86825f910f675e5e,\x6cc5f688a315f3dc28a7781717a9a798a59fda7b,2022-09-12T20:53:45+00:00,1947.3500000000000000
\x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,\x8db08b4a213754c333e20c4e86825f910f675e5e,2022-09-12T20:52:45+00:00,1947.3500000000000000
\xff58711683be66dad6e0e20e0043af46fc7f5f49,\xb081c1b7b2f84bc1c15f17bb50b5bf31343ef297,2022-09-12T20:58:54+00:00,113.0900804660643836
\xdfd5293d8e347dfe59e90efd55b2956a1343963d,\x099d622dfec983a8f139fabb6c401f2fb0c4358e,2022-09-12T21:03:02+00:00,63.0000000000000000
\xdbf5e9c5206d0db70a90108bf936da60221dc080,\xb3f923eabaf178fc1bd8e13902fc5c61d3ddef5b,2022-09-12T21:07:02+00:00,1200000.000000000000
\x28c6c06298d514db089934071355e5743bf21d60,\xecb1e55884ffb78222e78de2107d556181ece96c,2022-09-12T21:13:14+00:00,997664.000000000000
\xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,\x59d237a1bf58b83ac9170c2062b65e90f420020c,2022-09-12T21:13:00+00:00,63.9996883900000000
\xecb1e55884ffb78222e78de2107d556181ece96c,\xcdc8488e63a403bfd580222ea0f3719477bfea9c,2022-09-12T21:14:01+00:00,997664.000000000000
\xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,\xc3a0369f38c9ed5001ce0c5655f9b7cc5d50c07b,2022-09-12T21:15:56+00:00,149.5689951500000000
\x8bf79e9e6985b02447ba31aa23e77bfd08d4e791,\xb8001c3ec9aa1985f6c747e25c28324e4a361ec1,2022-09-12T21:22:58+00:00,14126.839000000000
\xcdc8488e63a403bfd580222ea0f3719477bfea9c,\x2c6c3111e1b967a8ac5a52dff6bd15e16a384efb,2022-09-12T21:22:44+00:00,377239.600000000000
