address_from,address_to,date_time,amount
\xba12222222228d8ba445958a75a0704d566bf2c8,\x0000000000007f150bd6f54c40a34d7c3d5e9f56,2022-09-15T00:28:31+00:00,154.9789686082330897
\xac4b3dacb91461209ae9d41ec517c2b9cb1b7daf,\x0000000000007f150bd6f54c40a34d7c3d5e9f56,2022-09-15T03:32:52+00:00,198.1006228748058707
\xba12222222228d8ba445958a75a0704d566bf2c8,\x0000000000007f150bd6f54c40a34d7c3d5e9f56,2022-09-15T05:34:39+00:00,153.7604201121112326
\xdbb69ea87507525fffbd1c4f1ad6f7d30a9a402e,\x0000000000007f150bd6f54c40a34d7c3d5e9f56,2022-09-15T09:34:59+00:00,48.8622419370568441
\xac4b3dacb91461209ae9d41ec517c2b9cb1b7daf,\x0000000000007f150bd6f54c40a34d7c3d5e9f56,2022-09-15T10:16:23+00:00,179.1229745631893399
\xac4b3dacb91461209ae9d41ec517c2b9cb1b7daf,\x000000000000d34c44564053af35e4fe271d0caa,2022-09-15T03:53:21+00:00,289.7468443562470610
\xac4b3dacb91461209ae9d41ec517c2b9cb1b7daf,\x000000000000d34c44564053af35e4fe271d0caa,2022-09-15T03:54:08+00:00,28.9725426370134058
\x5909fc0c70bcc6b33ae1255d2b4cc161f3475a1b,\x00000000009726632680fb29d3f7a9734e3010e2,2022-09-15T03:16:28+00:00,100.0000000000000000
\x41fdc9de2d748f0576962d0af889c35029e97877,\x00000000009726632680fb29d3f7a9734e3010e2,2022-09-15T13:14:23+00:00,19.1967454929983091
\xac4b3dacb91461209ae9d41ec517c2b9cb1b7daf,\x000000000dfde7deaf24138722987c9a6991e2d4,2022-09-15T00:00:31+00:00,6026.5153444232901236
\xdef171fe48cf0115b1d80b88dc8eab59176fee57,\x00000000ae347930bd1e7b0f35588b92280f9e75,2022-09-14T21:09:30+00:00,26.0591691870905698
\xed77dec7e560bb9c0b82c497ab6242e4cf61ec6c,\x00000000ae347930bd1e7b0f35588b92280f9e75,2022-09-14T22:20:36+00:00,24.9280863237952422
\x74de5d4fcbf63e00296fd95d33236b9794016631,\x00000000ae347930bd1e7b0f35588b92280f9e75,2022-09-15T02:21:25+00:00,586.1603577475424524
\x74de5d4fcbf63e00296fd95d33236b9794016631,\x00000000ae347930bd1e7b0f35588b92280f9e75,2022-09-15T02:53:10+00:00,100.0000000000000000
\x74de5d4fcbf63e00296fd95d33236b9794016631,\x00000000ae347930bd1e7b0f35588b92280f9e75,2022-09-15T03:23:56+00:00,109.3458115045095132
\xf2f400c138f9fb900576263af0bc7fcde2b1b8a8,\x00000000ae347930bd1e7b0f35588b92280f9e75,2022-09-15T03:32:06+00:00,8000.0000000000000000
\x288931fa76d7b0482f0fd0bca9a50bf0d22b9fef,\x00000000ae347930bd1e7b0f35588b92280f9e75,2022-09-15T04:36:04+00:00,1495.7809182056101970
\x74de5d4fcbf63e00296fd95d33236b9794016631,\x00000000ae347930bd1e7b0f35588b92280f9e75,2022-09-15T05:09:04+00:00,0.98000000000000000000
